Id,Sub-Category,Name
OFF-AR-10000588,7,Newell 345
OFF-ST-10001469,5,Fellowes Bankers Box Recycled Super Stor/Drawer
OFF-AR-10001953,7,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener
OFF-AR-10003156,7,50 Colored Long Pencils
OFF-AR-10004974,7,Newell 342
TEC-PH-10002365,8,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S
OFF-ST-10000142,5,Deluxe Rollaway Locking File with Drawer
TEC-AC-10001772,12,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive
FUR-CH-10000225,2,"Global Geo Office Task Chair, Gray"
FUR-CH-10002331,2,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms
OFF-EN-10001415,13,Staple envelope
OFF-AP-10002472,10,3M Office Air Cleaner
TEC-AC-10004571,12,Logitech G700s Rechargeable Gaming Mouse
OFF-BI-10001098,9,Acco D-Ring Binder w/DublLock
FUR-TA-10001889,4,Bush Advantage Collection Racetrack Conference Table
OFF-BI-10000315,9,Poly Designer Cover & Back
OFF-SU-10003505,15,Premier Electric Letter Opener
OFF-AP-10002578,10,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
FUR-BO-10002824,1,Bush Mission Pointe Library
OFF-BI-10002194,9,Cardinal Hold-It CD Pocket
OFF-PA-10004071,11,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
OFF-ST-10002743,5,SAFCO Boltless Steel Shelving
FUR-BO-10001601,1,"Sauder Mission Library with Doors, Fruitwood Finish"
TEC-PH-10002680,8,Samsung Galaxy Note 3
OFF-ST-10001321,5,"Decoflex Hanging Personal Folder File, Blue"
OFF-PA-10001509,11,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""
OFF-PA-10003465,11,Xerox 1912
TEC-PH-10000149,8,Cisco SPA525G2 IP Phone - Wireless
OFF-AR-10003045,7,Prang Colored Pencils
OFF-ST-10000689,5,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
TEC-AC-10001445,12,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink
TEC-AC-10002567,12,Logitech G602 Wireless Gaming Mouse
OFF-LA-10003923,3,Alphabetical Labels for Top Tab Filing
FUR-BO-10001337,1,O'Sullivan Living Dimensions 2-Shelf Bookcases
TEC-PH-10001924,8,iHome FM Clock Radio with Lightning Dock
TEC-PH-10001363,8,Apple iPhone 5S
TEC-PH-10000376,8,Square Credit Card Reader
TEC-AC-10000303,12,Logitech M510 Wireless Mouse
OFF-ST-10001809,5,Fellowes Officeware Wire Shelving
OFF-EN-10003845,13,Colored Envelopes
TEC-AC-10000991,12,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive
FUR-TA-10001857,4,Balt Solid Wood Rectangular Table
OFF-EN-10001434,13,"Strathmore #10 Envelopes, Ultimate White"
OFF-BI-10002498,9,Clear Mylar Reinforcing Strips
FUR-FU-10004864,6,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"
FUR-FU-10000073,6,Deflect-O Glasstique Clear Desk Accessories
OFF-BI-10001670,9,Vinyl Sectional Post Binders
OFF-BI-10001658,9,GBC Standard Therm-A-Bind Covers
FUR-CH-10001215,2,Global Troy Executive Leather Low-Back Tilter
OFF-BI-10000831,9,Storex Flexible Poly Binders with Double Pockets
OFF-PA-10000357,11,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
OFF-AR-10001662,7,Rogers Handheld Barrel Pencil Sharpener
OFF-AR-10003856,7,Newell 344
OFF-ST-10001228,5,Personal File Boxes with Fold-Down Carry Handle
OFF-BI-10003527,9,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind
FUR-FU-10001290,6,Executive Impressions Supervisor Wall Clock
TEC-AC-10002399,12,SanDisk Cruzer 32 GB USB Flash Drive
OFF-AR-10003811,7,Newell 327
OFF-AR-10001246,7,Newell 317
TEC-CO-10003236,17,Canon Image Class D660 Copier
OFF-ST-10004507,5,Advantus Rolling Storage Box
OFF-PA-10001667,11,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
OFF-ST-10004459,5,Tennsco Single-Tier Lockers
OFF-ST-10000736,5,Carina Double Wide Media Storage Towers in Natural & Black
OFF-BI-10000285,9,XtraLife ClearVue Slant-D Ring Binders by Cardinal
TEC-PH-10003555,8,Motorola HK250 Universal Bluetooth Headset
TEC-AC-10003832,12,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive
OFF-FA-10002815,14,Staples
FUR-CH-10003379,2,Global Commerce Series High-Back Swivel/Tilt Chairs
OFF-ST-10004963,5,Eldon Gobal File Keepers
OFF-SU-10002881,15,Martin Yale Chadless Opener Electric Letter Opener
OFF-EN-10001335,13,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"
FUR-CH-10000595,2,Safco Contoured Stacking Chairs
FUR-FU-10000448,6,Tenex Chairmats For Use With Carpeted Floors
TEC-PH-10000984,8,Panasonic KX-TG9471B
OFF-ST-10001325,5,Sterilite Officeware Hinged File Box
OFF-BI-10002429,9,"Premier Elliptical Ring Binder, Black"
OFF-BI-10004528,9,Cardinal Poly Pocket Divider Pockets for Ring Binders
OFF-AP-10001271,10,Eureka The Boss Cordless Rechargeable Stick Vac
FUR-CH-10002647,2,"Situations Contoured Folding Chairs, 4/Set"
TEC-AC-10001432,12,Enermax Aurora Lite Keyboard
TEC-PH-10002262,8,LG Electronics Tone+ HBS-730 Bluetooth Headset
TEC-AC-10001465,12,SanDisk Cruzer 64 GB USB Flash Drive
TEC-PH-10002597,8,Xblue XB-1670-86 X16 Small Office Telephone - Titanium
FUR-FU-10000723,6,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"
OFF-BI-10000404,9,Avery Printable Repositionable Plastic Tabs
OFF-PA-10002986,11,Xerox 1898
OFF-SU-10001935,15,Staple remover
FUR-CH-10002024,2,HON 5400 Series Task Chairs for Big and Tall
FUR-FU-10003039,6,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
OFF-FA-10004248,14,Advantus T-Pin Paper Clips
OFF-ST-10001780,5,Tennsco 16-Compartment Lockers with Coat Rack
OFF-AR-10003560,7,Zebra Zazzle Fluorescent Highlighters
OFF-LA-10001297,3,Avery 473
FUR-TA-10004256,4,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables
OFF-PA-10003441,11,Xerox 226
OFF-BI-10000069,9,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
OFF-AP-10003914,10,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts"
FUR-FU-10004020,6,Advantus Panel Wall Acrylic Frame
OFF-FA-10003467,14,"Alliance Big Bands Rubber Bands, 12/Pack"
TEC-PH-10002496,8,Cisco SPA301
OFF-PA-10004530,11,Personal Creations Ink Jet Cards and Labels
OFF-BI-10001107,9,"GBC White Gloss Covers, Plain Front"
OFF-PA-10004451,11,Xerox 222
FUR-CH-10004997,2,Hon Every-Day Series Multi-Task Chairs
TEC-PH-10000347,8,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
OFF-AR-10003394,7,Newell 332
OFF-PA-10001450,11,Rediform S.O.S. Phone Message Books
OFF-SU-10001574,15,Acme Value Line Scissors
FUR-FU-10001475,6,"Contract Clock, 14"", Brown"
OFF-SU-10004498,15,Martin-Yale Premier Letter Opener
TEC-PH-10000586,8,AT&T SB67148 SynJ
OFF-BI-10002764,9,Recycled Pressboard Report Cover with Reinforced Top Hinge
OFF-LA-10003930,3,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
TEC-PH-10003800,8,i.Sound Portable Power - 8000 mAh
OFF-PA-10002005,11,Xerox 225
OFF-PA-10004101,11,Xerox 1894
OFF-AR-10004078,7,Newell 312
OFF-AP-10004708,10,Fellowes Superior 10 Outlet Split Surge Protector
FUR-FU-10001979,6,Dana Halogen Swing-Arm Architect Lamp
OFF-SU-10004115,15,Acme Stainless Steel Office Snips
TEC-PH-10001425,8,Mophie Juice Pack Helium for iPhone
TEC-PH-10003963,8,GE 2-Jack Phone Line Splitter
OFF-ST-10001490,5,"Hot File 7-Pocket, Floor Stand"
OFF-PA-10002120,11,Xerox 1889
OFF-BI-10000848,9,Angle-D Ring Binders
TEC-PH-10003092,8,Motorola L804
OFF-LA-10004345,3,Avery 493
OFF-PA-10001204,11,Xerox 1972
TEC-PH-10004667,8,Cisco 8x8 Inc. 6753i IP Business Phone System
OFF-BI-10002949,9,Prestige Round Ring Binders
FUR-FU-10003849,6,"DAX Metal Frame, Desktop, Stepped-Edge"
FUR-FU-10000010,6,"DAX Value U-Channel Document Frames, Easel Back"
OFF-BI-10002824,9,Recycled Easel Ring Binders
TEC-PH-10002538,8,Grandstream GXP1160 VoIP phone
OFF-BI-10002103,9,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
FUR-CH-10004853,2,"Global Manager's Adjustable Task Chair, Storm"
OFF-AP-10000179,10,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room
OFF-ST-10001272,5,"Mini 13-1/2 Capacity Data Binder Rack, Pearl"
FUR-FU-10000221,6,"Master Caster Door Stop, Brown"
OFF-AP-10001563,10,Belkin Premiere Surge Master II 8-outlet surge protector
OFF-BI-10000605,9,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red"
OFF-ST-10001963,5,Tennsco Regal Shelving Units
TEC-AC-10001267,12,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...
TEC-PH-10002103,8,Jabra SPEAK 410
TEC-AC-10002857,12,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack"
FUR-CH-10001482,2,Office Star - Mesh Screen back chair with Vinyl seat
OFF-BI-10001989,9,Premium Transparent Presentation Covers by GBC
OFF-AP-10003287,10,Tripp Lite TLP810NET Broadband Surge for Modem/Fax
OFF-BI-10004728,9,Wilson Jones Turn Tabs Binder Tool for Ring Binders
FUR-FU-10000732,6,Eldon 200 Class Desk Accessories
OFF-ST-10000585,5,Economy Rollaway Files
OFF-LA-10002787,3,Avery 480
OFF-PA-10001934,11,Xerox 1993
OFF-AP-10002457,10,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red"
OFF-FA-10003112,14,Staples
OFF-AP-10002350,10,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
TEC-AC-10001142,12,First Data FD10 PIN Pad
TEC-AC-10001101,12,Sony 16GB Class 10 Micro SDHC R40 Memory Card
OFF-AP-10002439,10,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge
OFF-BI-10002827,9,Avery Durable Poly Binders
OFF-EN-10002230,13,Airmail Envelopes
OFF-ST-10001511,5,Space Solutions Commercial Steel Shelving
OFF-SU-10004231,15,Acme Tagit Stainless Steel Antibacterial Scissors
TEC-PH-10004042,8,ClearOne Communications CHAT 70 OC Speaker Phone
FUR-FU-10003096,6,"Master Giant Foot Doorstop, Safety Yellow"
FUR-FU-10002759,6,12-1/2 Diameter Round Wall Clock
FUR-TA-10000688,4,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"
OFF-PA-10002377,11,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"
OFF-AR-10001954,7,Newell 331
OFF-AP-10004532,10,Kensington 6 Outlet Guardian Standard Surge Protector
OFF-PA-10002137,11,"Southworth 100% Résumé Paper, 24lb."
OFF-AP-10000804,10,Hoover Portapower Portable Vacuum
TEC-AC-10003614,12,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack"
FUR-FU-10003553,6,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock"
OFF-BI-10004632,9,Ibico Hi-Tech Manual Binding System
OFF-BI-10003305,9,Avery Hanging File Binders
OFF-ST-10002583,5,Fellowes Neat Ideas Storage Cubes
TEC-MA-10004125,16,Cubify CubeX 3D Printer Triple Head Print
OFF-LA-10001934,3,Avery 516
FUR-BO-10004015,1,"Bush Andora Bookcase, Maple/Graphite Gray Finish"
FUR-FU-10004071,6,Luxo Professional Magnifying Clamp-On Fluorescent Lamps
OFF-ST-10002444,5,Recycled Eldon Regeneration Jumbo File
TEC-AC-10002253,12,Imation Bio 8GB USB Flash Drive Imation Corp
OFF-PA-10000743,11,Xerox 1977
OFF-LA-10002312,3,Avery 490
OFF-LA-10003510,3,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
OFF-AR-10001118,7,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack"
OFF-BI-10001575,9,GBC Linen Binding Covers
FUR-FU-10003394,6,"Tenex ""The Solids"" Textured Chair Mats"
FUR-TA-10002774,4,Laminate Occasional Tables
OFF-PA-10001800,11,Xerox 220
OFF-AP-10001469,10,Fellowes 8 Outlet Superior Workstation Surge Protector
FUR-BO-10003272,1,O'Sullivan Living Dimensions 5-Shelf Bookcases
OFF-EN-10001219,13,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
OFF-AP-10001154,10,Bionaire Personal Warm Mist Humidifier/Vaporizer
TEC-AC-10001606,12,Logitech Wireless Performance Mouse MX for PC and Mac
OFF-BI-10003355,9,Cardinal Holdit Business Card Pockets
FUR-FU-10002253,6,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock"
OFF-PA-10004092,11,Tops Green Bar Computer Printout Paper
FUR-TA-10000198,4,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
OFF-ST-10000036,5,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16"
FUR-FU-10000222,6,"Seth Thomas 16"" Steel Case Clock"
OFF-SU-10004664,15,Acme Softgrip Scissors
OFF-EN-10001141,13,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9"""
TEC-PH-10002170,8,ClearSounds CSC500 Amplified Spirit Phone Corded phone
OFF-PA-10001954,11,Xerox 1964
FUR-TA-10002228,4,"Bevis Traditional Conference Table Top, Plinth Base"
OFF-ST-10004634,5,"Personal Folder Holder, Ebony"
TEC-AC-10003610,12,Logitech Illuminated - Keyboard
FUR-BO-10001619,1,O'Sullivan Cherrywood Estates Traditional Bookcase
OFF-BI-10000138,9,Acco Translucent Poly Ring Binders
TEC-AC-10001383,12,Logitech Wireless Touch Keyboard K400
OFF-LA-10003223,3,Avery 508
OFF-BI-10004094,9,GBC Standard Plastic Binding Systems Combs
OFF-PA-10004971,11,Xerox 196
OFF-SU-10004261,15,"Fiskars 8"" Scissors, 2/Pack"
TEC-PH-10000004,8,Belkin iPhone and iPad Lightning Cable
OFF-BI-10003638,9,GBC Durable Plastic Covers
FUR-FU-10003577,6,Nu-Dell Leatherette Frames
OFF-BI-10000546,9,Avery Durable Binders
TEC-CO-10002095,17,Hewlett Packard 610 Color Digital Copier / Printer
FUR-TA-10001095,4,Chromcraft Round Conference Tables
OFF-LA-10004484,3,Avery 476
OFF-EN-10001532,13,Brown Kraft Recycled Envelopes
TEC-AC-10003174,12,Plantronics S12 Corded Telephone Headset System
OFF-BI-10004187,9,3-ring staple pack
OFF-ST-10000025,5,Fellowes Stor/Drawer Steel Plus Storage Drawers
FUR-FU-10004306,6,Electrix Halogen Magnifier Lamp
FUR-CH-10003746,2,Hon 4070 Series Pagoda Round Back Stacking Chairs
OFF-BI-10001036,9,Cardinal EasyOpen D-Ring Binders
OFF-BI-10000301,9,GBC Instant Report Kit
OFF-AR-10004648,7,Boston 19500 Mighty Mite Electric Pencil Sharpener
FUR-FU-10002597,6,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
OFF-AR-10003405,7,"Dixon My First Ticonderoga Pencil, #2"
FUR-CH-10002335,2,Hon GuestStacker Chair
OFF-PA-10003657,11,Xerox 1927
FUR-BO-10004409,1,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"
TEC-AC-10000057,12,Microsoft Natural Ergonomic Keyboard 4000
OFF-EN-10000056,13,Cameo Buff Policy Envelopes
OFF-BI-10000014,9,Heavy-Duty E-Z-D Binders
FUR-CH-10004675,2,"Lifetime Advantage Folding Chairs, 4/Carton"
OFF-BI-10001132,9,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11"""
FUR-CH-10003199,2,Office Star - Contemporary Task Swivel Chair
TEC-PH-10001530,8,Cisco Unified IP Phone 7945G VoIP phone
OFF-LA-10001569,3,Avery 499
OFF-PA-10000176,11,Xerox 1887
OFF-LA-10002271,3,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set
FUR-FU-10004090,6,"Executive Impressions 14"" Contract Wall Clock"
OFF-AP-10000576,10,Belkin 7 Outlet SurgeMaster II
OFF-PA-10003953,11,Xerox 218
FUR-FU-10000794,6,"Eldon Stackable Tray, Side-Load, Legal, Smoke"
OFF-AR-10001897,7,Model L Table or Wall-Mount Pencil Sharpener
TEC-PH-10001795,8,ClearOne CHATAttach 160 - speaker phone
TEC-AC-10004901,12,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver 
OFF-AR-10003190,7,Newell 32
OFF-AP-10000240,10,Belkin F9G930V10-GRY 9 Outlet Surge
TEC-AC-10001838,12,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset
OFF-PA-10003651,11,Xerox 1968
OFF-BI-10003094,9,Self-Adhesive Ring Binder Labels
FUR-CH-10001394,2,Global Leather Executive Chair
OFF-BI-10004230,9,GBC Recycled Grain Textured Covers
OFF-PA-10003395,11,Xerox 1941
TEC-AC-10002402,12,Razer Kraken PRO Over Ear PC and Music Headset
TEC-AC-10003441,12,Kingston Digital DataTraveler 32GB USB 2.0
OFF-FA-10002280,14,Advantus Plastic Paper Clips
OFF-SU-10000381,15,Acme Forged Steel Scissors with Black Enamel Handles
OFF-EN-10004459,13,Security-Tint Envelopes
FUR-CH-10000665,2,"Global Airflow Leather Mesh Back Chair, Black"
OFF-AP-10003884,10,"Fellowes Smart Surge Ten-Outlet Protector, Platinum"
TEC-PH-10001557,8,Pyle PMP37LED
TEC-PH-10002085,8,Clarity 53712
OFF-AR-10002956,7,Boston 16801 Nautilus Battery Pencil Sharpener
OFF-AP-10003266,10,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room"
TEC-MA-10004002,16,Zebra GX420t Direct Thermal/Thermal Transfer Printer
OFF-BI-10001071,9,GBC ProClick Punch Binding System
OFF-PA-10001560,11,"Adams Telephone Message Books, 5 1/4” x 11”"
OFF-AR-10002578,7,Newell 335
FUR-BO-10001519,1,O'Sullivan 3-Shelf Heavy-Duty Bookcases
OFF-BI-10001294,9,Fellowes Binding Cases
OFF-BI-10001636,9,Ibico Plastic and Wire Spiral Binding Combs
OFF-SU-10002503,15,Acme Preferred Stainless Steel Scissors
OFF-LA-10004093,3,Avery 486
FUR-FU-10003878,6,"Linden 10"" Round Wall Clock, Black"
TEC-AC-10000710,12,Maxell DVD-RAM Discs
OFF-AR-10002335,7,DIXON Oriole Pencils
OFF-PA-10001870,11,Xerox 202
OFF-PA-10001019,11,Xerox 1884
OFF-SU-10002537,15,Acme Box Cutter Scissors
OFF-ST-10003221,5,Staple magnet
OFF-AR-10003752,7,Deluxe Chalkboard Eraser Cleaner
TEC-AC-10001714,12,Logitech MX Performance Wireless Mouse
OFF-AR-10003958,7,Newell 337
TEC-PH-10002923,8,"Logitech B530 USB Headset - headset - Full size, Binaural"
OFF-LA-10004272,3,Avery 482
FUR-FU-10000965,6,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
OFF-LA-10004853,3,Avery 483
OFF-BI-10003719,9,Large Capacity Hanging Post Binders
OFF-BI-10000545,9,GBC Ibimaster 500 Manual ProClick Binding System
OFF-PA-10003591,11,Southworth 100% Cotton The Best Paper
OFF-PA-10001790,11,Xerox 1910
TEC-AC-10002049,12,Logitech G19 Programmable Gaming Keyboard
OFF-BI-10003712,9,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
OFF-BI-10003984,9,Lock-Up Easel 'Spel-Binder'
FUR-FU-10001424,6,Dax Clear Box Frame
OFF-BI-10002071,9,Fellowes Black Plastic Comb Bindings
OFF-ST-10002486,5,Eldon Shelf Savers Cubes and Bins
TEC-AC-10000927,12,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand 
OFF-PA-10001622,11,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"
OFF-AR-10003158,7,Fluorescent Highlighters by Dixon
TEC-PH-10002660,8,Nortel Networks T7316 E Nt8 B27
OFF-BI-10003364,9,Binding Machine Supplies
OFF-EN-10001099,13,Staple envelope
OFF-PA-10002250,11,Things To Do Today Pad
OFF-BI-10004716,9,Wilson Jones Hanging Recycled Pressboard Data Binders
OFF-LA-10001045,3,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
OFF-BI-10001510,9,Deluxe Heavy-Duty Vinyl Round Ring Binder
OFF-PA-10002947,11,Xerox 1923
OFF-PA-10000019,11,Xerox 1931
FUR-BO-10003441,1,"Bush Westfield Collection Bookcases, Fully Assembled"
TEC-PH-10004774,8,Gear Head AU3700S Headset
OFF-BI-10003684,9,Wilson Jones Legal Size Ring Binders
TEC-PH-10001494,8,Polycom CX600 IP Phone VoIP phone
TEC-AC-10004666,12,Maxell iVDR EX 500GB Cartridge
OFF-ST-10003816,5,Fellowes High-Stak Drawer Files
FUR-TA-10001520,4,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
OFF-ST-10001558,5,Acco Perma 4000 Stacking Storage Drawers
TEC-AC-10002473,12,Maxell 4.7GB DVD-R
TEC-PH-10004531,8,OtterBox Commuter Series Case - iPhone 5 & 5s
OFF-AP-10004487,10,Kensington 4 Outlet MasterPiece Compact Power Control Center
OFF-PA-10003543,11,Xerox 1985
TEC-AC-10004353,12,Hypercom P1300 Pinpad
OFF-AR-10001468,7,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set"
OFF-PA-10002195,11,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set"
OFF-PA-10001745,11,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page"
OFF-BI-10004826,9,JM Magazine Binder
OFF-PA-10000289,11,Xerox 213
OFF-AP-10003040,10,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection
OFF-PA-10000350,11,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book"
OFF-BI-10001759,9,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
OFF-ST-10001496,5,Standard Rollaway File with Lock
OFF-BI-10002931,9,"Avery Trapezoid Extra Heavy Duty 4"" Binders"
FUR-TA-10002356,4,Bevis Boat-Shaped Conference Table
FUR-FU-10003601,6,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
FUR-TA-10004154,4,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer"
OFF-PA-10000788,11,Xerox 210
FUR-FU-10001940,6,Staple-based wall hangings
OFF-BI-10004465,9,Avery Durable Slant Ring Binders
OFF-PA-10002333,11,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream"
FUR-FU-10004188,6,Luxo Professional Combination Clamp-On Lamps
OFF-BI-10000145,9,Zipper Ring Binder Pockets
OFF-LA-10001613,3,Avery File Folder Labels
OFF-LA-10004055,3,Color-Coded Legal Exhibit Labels
OFF-PA-10004621,11,Xerox 212
OFF-PA-10001281,11,Computer Printout Paper with Letter-Trim Fine Perforations
OFF-ST-10001097,5,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
FUR-FU-10001095,6,DAX Black Cherry Wood-Tone Poster Frame
OFF-BI-10002012,9,Wilson Jones Easy Flow II Sheet Lifters
OFF-PA-10004156,11,Xerox 188
OFF-AR-10000034,7,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"
TEC-PH-10000560,8,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)
OFF-EN-10000461,13,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
TEC-MA-10003066,16,Wasp CCD Handheld Bar Code Reader
OFF-BI-10004022,9,Acco Suede Grain Vinyl Round Ring Binder
OFF-AR-10001988,7,Bulldog Table or Wall-Mount Pencil Sharpener
OFF-PA-10003625,11,Xerox 1979
OFF-BI-10003925,9,Fellowes PB300 Plastic Comb Binding Machine
TEC-PH-10001530,8,Plantronics Voyager Pro Legend
OFF-EN-10003862,13,Laser & Ink Jet Business Envelopes
OFF-ST-10004258,5,Portable Personal File Box
FUR-FU-10002885,6,Magna Visual Magnetic Picture Hangers
TEC-AC-10003033,12,Plantronics CS510 - Over-the-Head monaural Wireless Headset System
OFF-ST-10000046,5,Fellowes Super Stor/Drawer Files
OFF-BI-10002049,9,UniKeep View Case Binders
FUR-FU-10001602,6,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
OFF-ST-10003722,5,Project Tote Personal File
TEC-AC-10003198,12,Enermax Acrylux Wireless Keyboard
FUR-FU-10002191,6,G.E. Halogen Desk Lamp Bulbs
TEC-PH-10004188,8,OtterBox Commuter Series Case - Samsung Galaxy S4
OFF-ST-10001526,5,Iceberg Mobile Mega Data/Printer Cart 
OFF-AR-10001166,7,Staples in misc. colors
FUR-CH-10000309,2,Global Comet Stacking Arm Chair
TEC-MA-10004212,16,Cisco SPA525G2 5-Line IP Phone
OFF-EN-10003072,13,Peel & Seel Envelopes
OFF-BI-10000320,9,GBC Plastic Binding Combs
OFF-PA-10001166,11,Xerox 2
OFF-PA-10003656,11,Xerox 1935
TEC-PH-10000148,8,Cyber Acoustics AC-202b Speech Recognition Stereo Headset
TEC-PH-10003885,8,Cisco SPA508G
OFF-LA-10001175,3,Avery 514
OFF-PA-10000955,11,Southworth 25% Cotton Granite Paper & Envelopes
FUR-FU-10003975,6,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
OFF-BI-10003707,9,Aluminum Screw Posts
OFF-AR-10000203,7,Newell 336
OFF-AR-10004790,7,Staples in misc. colors
TEC-AC-10004761,12,Maxell 4.7GB DVD+RW 3/Pack
FUR-BO-10001811,1,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"
OFF-AR-10001130,7,"Quartet Alpha White Chalk, 12/Pack"
OFF-AP-10000055,10,Belkin F9S820V06 8 Outlet Surge
FUR-CH-10002304,2,"Global Stack Chair without Arms, Black"
FUR-FU-10000293,6,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
OFF-PA-10001307,11,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
FUR-FU-10004460,6,"Howard Miller 12"" Round Wall Clock"
OFF-AR-10000716,7,DIXON Ticonderoga Erasable Checking Pencils
FUR-FU-10004622,6,Eldon Advantage Foldable Chair Mats for Low Pile Carpets
OFF-BI-10003529,9,Avery Round Ring Poly Binders
OFF-BI-10001097,9,Avery Hole Reinforcements
OFF-BI-10001597,9,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue"
OFF-FA-10001754,14,Stockwell Gold Paper Clips
OFF-FA-10004838,14,"Super Bands, 12/Pack"
TEC-PH-10002115,8,Plantronics 81402
OFF-FA-10003059,14,Assorted Color Push Pins
OFF-BI-10004330,9,"GBC Velobind Prepunched Cover Sets, Regency Series"
OFF-BI-10003669,9,3M Organizer Strips
OFF-BI-10003727,9,Avery Durable Slant Ring Binders With Label Holder
TEC-AC-10003447,12,Micropad Numeric Keypads
OFF-AR-10000255,7,Newell 328
